IDDIST;LONGITUD;LATITUD
210113;-70.30229187;-16.08027458
210114;-70.27129364;-15.92364025
210115;-70.26322174;-15.78024197
210201;-70.14923096;-14.88096237
210202;-70.17739868;-15.24063301
210203;-70.08465576;-15.09002113
210204;-70.3536377;-14.74080181
210205;-70.09453583;-15.30288982
210206;-69.9519043;-15.10627365
210207;-70.32246399;-15.0299263
210208;-69.98031616;-14.68576813
210209;-70.09217072;-14.41640949
210210;-70.01691437;-15.26987362
210211;-70.25672913;-14.52263641
210212;-70.1786499;-14.69115543
210213;-70.12623596;-15.0008297
210214;-70.25048065;-15.08344936
210215;-70.38388062;-14.9223814
210301;-70.47014618;-14.05617809
210302;-70.22680664;-14.17402744
210303;-70.24354553;-13.50108337
210304;-69.89752197;-13.64334393
210305;-70.70508575;-13.92362499
210306;-69.92884064;-14.33638287
210307;-70.11611938;-13.82964993
210308;-70.54128265;-13.74162102
210309;-70.39484406;-13.5240469
210310;-69.93831635;-14.14077187
210401;-69.50292969;-16.32872772
210402;-69.08023071;-16.62012291
210403;-69.39888;-16.60415459
210404;-69.24796295;-16.72162437
210405;-69.44760895;-16.93125534
210406;-69.28820801;-16.35665321
210407;-69.17789459;-16.4945488
210501;-69.67812347;-16.24020004
210502;-69.70199585;-17.10983086
210503;-69.50863647;-16.09590912
210504;-69.85521698;-16.83579636
210505;-69.63346863;-16.55264664
210601;-69.80905151;-15.18321419
210602;-69.39320374;-15.00817299
210603;-69.79970551;-15.01897144
210604;-69.64455414;-15.00084972
210605;-69.98959351;-15.44089985
210606;-69.48752594;-15.20951462
210607;-69.92765045;-15.30809879
210608;-69.60957336;-15.13802528
210701;-70.41092682;-15.35596466
210702;-70.39012909;-15.56937122
210703;-70.23654175;-15.3111105
210704;-70.29112244;-15.21831322
210705;-70.85009003;-15.18292046
210706;-70.609375;-15.29931831
210707;-70.70475006;-15.46752834
210708;-70.45043945;-15.07945728
210709;-70.7846756;-15.60144329
210710;-70.65023804;-15.17494678
210801;-70.60575867;-14.93154335
210802;-70.38412476;-14.35464382
210803;-70.89414978;-14.89005756
210804;-70.92697144;-14.98744488
210805;-70.93219757;-14.71142292
210806;-70.67061615;-14.35680103
210807;-70.48774719;-14.68628788
210808;-70.81202698;-14.57434368
210809;-70.74913788;-14.87862015
210901;-69.44743347;-15.35076714
210902;-69.41214752;-15.44932461
210903;-69.29563141;-15.27607346
210904;-69.3421402;-15.49164772
211001;-69.8344574;-14.70915604
211002;-69.50505829;-14.6924963
211003;-69.91413116;-15.0183115
211004;-69.63926697;-14.84696865
211005;-69.2401123;-14.5114584
211101;-70.2155304;-15.45988274
211102;-70.27988434;-15.64289474
211103;-70.62245178;-15.85337257
211104;-70.08798218;-15.55750179
211105;-70.12631226;-15.4061451
211201;-69.43693542;-14.29192924
211202;-69.5575943;-14.52381134
211203;-69.60746002;-13.77845097
211204;-69.63127136;-14.31010914
211205;-69.58509827;-14.06788445
211206;-69.35610199;-14.46726036
211207;-69.10054779;-14.19397068
211208;-69.12700653;-14.33113956
211209;-69.33441925;-14.03197289
211210;-69.14800262;-13.5486393
211301;-69.09010315;-16.2828083
211302;-68.87966156;-16.32554054
211303;-69.07292175;-16.37094307
211304;-69.18089294;-16.29310417
211305;-68.99690247;-16.23610687
211306;-68.97045135;-16.19740486
211307;-68.96590424;-16.22480774
220101;-77.17002869;-5.76828289
220102;-77.09547424;-6.014522076
220103;-77.09986115;-6.088881493
220104;-76.92157745;-6.173526764
220105;-77.0541687;-6.272744179
220106;-77.06682587;-5.963813305
220201;-76.60093689;-6.991031647
220202;-76.27409363;-7.822146416
220203;-76.34144592;-7.184170246
220204;-76.56860352;-7.294216633
220205;-76.58667755;-6.838890553
220206;-76.49489594;-7.026424408
220301;-76.7201767;-6.611612797
220302;-76.70583344;-6.724150658
220303;-76.83737183;-6.423284531
220304;-76.59909821;-6.7053895
220305;-76.6993103;-6.523784637
220401;-76.87374878;-6.88884449
220402;-76.96311188;-6.601861954
220403;-76.70586395;-6.991572857
220404;-76.8341217;-7.014118195
220405;-76.76261139;-7.089523792
220406;-76.65605164;-7.064109325
220501;-76.52605438;-6.398983002
220502;-76.77306366;-6.311316967
220503;-76.0486145;-6.306274414
220504;-76.33423615;-6.195319653
220505;-76.46843719;-6.615660667
220506;-76.71304321;-6.157797337
220507;-76.47316742;-6.443768024
220508;-76.53851318;-6.203734875
220509;-76.57781219;-6.408087254
220510;-76.65526581;-6.388651371
220511;-76.53072357;-6.550150394
220601;-76.76824188;-7.244842052
220602;-76.80914307;-7.652050018
220603;-77.32154846;-7.259270668
220604;-77.04331207;-6.969210625
220605;-76.63562775;-7.315176964
220701;-76.33149719;-6.964493275
220702;-76.39699554;-6.739715576
220703;-76.4220047;-6.920515537
220704;-76.26972961;-6.783504486
220705;-76.3631134;-6.840226173
220706;-76.42857361;-6.978449821
220707;-76.486763;-6.939425468
220708;-76.0945816;-7.051765919
220709;-76.21208191;-6.970339298
220710;-76.12828827;-6.817408085
220801;-77.21022034;-6.078722
220802;-77.43642426;-5.859181404
220803;-77.29738617;-6.046386242
220804;-77.37213135;-5.944360256
220805;-77.63413239;-5.748702049
220806;-77.17203522;-5.982818127
220807;-77.27452087;-5.85892725
220808;-77.16146088;-6.175288677
220809;-77.23336792;-5.93541193
220901;-76.370224;-6.494116783
220902;-76.26004791;-6.683609486
220903;-76.4379425;-6.46782589
220904;-75.98947144;-6.617958069
220905;-75.66684723;-6.433990955
220906;-75.86490631;-6.245001793
220907;-75.71363068;-6.638654709
220908;-76.35086823;-6.62127161
220909;-76.2719574;-6.477457047
220910;-76.41724396;-6.508079052
220911;-75.63803101;-6.242944241
220912;-76.38198853;-6.399323463
220913;-76.20476532;-6.702763081
220914;-76.21318817;-6.588421822
221001;-76.5461731;-8.277410507
221002;-76.21234894;-8.526457787
221003;-76.79898834;-8.015639305
221004;-76.87672424;-8.423260689
221005;-76.39776611;-8.3583498
230101;-70.16907501;-18.11301994
230102;-70.27874756;-17.83335876
230103;-70.14626312;-17.95422745
230104;-70.19032288;-17.85780716
230105;-70.4235611;-17.68115997
230106;-70.02365875;-17.78480148
230107;-69.7641449;-17.65696144
230108;-70.07398987;-18.00774002
230109;-70.66775513;-17.95699883
230110;-70.24063873;-18.10757828
230111;-70.43889618;-18.20038223
230201;-70.2478714;-17.04193115
230202;-70.34064484;-17.18775368
230203;-70.43265533;-17.16510963
230204;-70.33379364;-17.39410973
230205;-70.33010101;-17.30857468
230206;-70.25705719;-17.33286667
230301;-70.73309326;-17.60422134
230302;-70.57106781;-17.38377953
230303;-70.93295288;-17.80351257
230401;-69.75141144;-17.3770504
230402;-70.21455383;-17.49941254
230403;-70.02523804;-17.62372398
230404;-70.11366272;-17.61245537
230405;-70.15339661;-17.39458656
230406;-70.0466156;-17.2245388
230407;-69.95796204;-17.50187492
230408;-69.96359253;-17.3347435
240101;-80.41506958;-3.553622246
240102;-80.50310516;-3.599573851
240103;-80.56636047;-3.67174983
240104;-80.35642242;-3.851755142
240105;-80.51094055;-3.90593195
240106;-80.36256409;-3.658576012
240201;-80.70438385;-3.816448212
240202;-80.65930176;-4.033836365
240203;-80.89028168;-4.040937901
240301;-80.3012619;-3.46439743
240302;-80.24234772;-3.491492987
240303;-80.22837067;-3.767619133
240304;-80.2900238;-3.572107792
250101;-74.16017914;-7.965052128
250102;-74.84577942;-8.520606041
250103;-74.13719177;-9.442985535
250104;-73.68654633;-8.95591259
250105;-74.65643311;-8.248492241
250106;-75.01468658;-8.163111687
250107;-74.50892639;-8.538437843
250201;-73.43658447;-10.5861721
250202;-72.81384277;-11.08370399
250203;-73.82695007;-9.971437454
250204;-72.69856262;-9.82975769
250301;-75.62593842;-8.898609161
250302;-75.27994537;-8.950516701
250303;-75.29712677;-8.417384148
250304;-75.04904175;-8.641294479
250305;-75.04785919;-8.824920654
250401;-71.58232117;-10.37349701
