IDDIST;LONGITUD;LATITUD
090110;-75.16046906;-12.6087656
090111;-74.93672943;-12.54830551
090112;-75.13156891;-12.46373844
090113;-75.13937378;-12.70773602
090114;-74.97902679;-12.66958809
090115;-75.0885849;-12.4136076
090116;-75.26878357;-12.53298759
090117;-74.82904816;-12.81717873
090118;-75.18651581;-12.82843876
090119;-75.01372528;-12.62728786
090201;-74.56639099;-12.82328033
090202;-74.65505219;-12.66123867
090203;-74.6636734;-12.817276
090204;-74.47358704;-12.87286091
090205;-74.3976593;-12.87442112
090206;-74.72727966;-12.72307205
090207;-74.51974487;-12.86155224
090208;-74.60016632;-12.74233818
090301;-74.73751831;-13.10371017
090302;-74.70603943;-12.88736248
090303;-74.62417603;-12.87860775
090304;-74.80506134;-12.93502045
090305;-74.3430481;-12.98506451
090306;-74.54045105;-12.98181057
090307;-74.62680054;-12.96485615
090308;-74.67121124;-12.92350483
090309;-74.43120575;-13.01255608
090310;-74.4307251;-13.06554985
090311;-74.47093964;-13.14352417
090312;-74.54162598;-13.08085251
090401;-75.29140472;-13.15368462
090402;-75.51121521;-13.1104908
090403;-75.44258118;-12.95662689
090404;-75.6109314;-13.34242153
090405;-75.52985382;-12.89406109
090406;-75.36302185;-13.2741766
090407;-75.48347473;-13.21472263
090408;-75.68224335;-13.10884094
090409;-75.43209076;-13.29191017
090410;-75.68843842;-13.27198029
090411;-75.13116455;-13.08814526
090412;-75.62124634;-13.12656879
090413;-75.4095459;-13.41801834
090501;-74.38496399;-12.71049595
090502;-74.56295013;-12.6435194
090503;-74.56982422;-12.45223904
090504;-74.49731445;-12.71142673
090505;-74.3301239;-12.79491997
090506;-74.45448303;-12.71735954
090507;-74.52600098;-12.56913567
090508;-74.40964508;-12.78792
090509;-74.400383;-12.60740662
090510;-74.46060944;-12.50535393
090511;-74.64539337;-12.57053852
090601;-75.39280701;-13.65356064
090602;-75.36824036;-13.71457005
090603;-75.15219116;-14.01161671
090604;-75.31188965;-13.55491447
090605;-75.05730438;-13.90599346
090606;-75.03465271;-14.02329826
090607;-74.94616699;-13.40954113
090608;-74.88272095;-13.88287449
090609;-75.40591431;-13.53859806
090610;-75.23761749;-13.46539402
090611;-75.28091431;-13.78197384
090612;-75.23455048;-13.97357655
090613;-75.21489716;-13.81338978
090614;-74.89204407;-14.05535221
090615;-75.18392181;-13.67123604
090616;-75.17623901;-13.58970642
090701;-74.85185242;-12.45141411
090702;-75.01204681;-12.41269684
090703;-74.93902588;-12.39634037
090704;-74.90601349;-12.44418049
090705;-74.70043182;-12.38509083
090706;-74.83386993;-12.34536552
090707;-74.54573822;-12.056674
090709;-74.90897369;-12.2620821
090710;-75.09101105;-12.32910633
090711;-75.02626038;-12.22166061
090713;-74.76680756;-12.24967766
090714;-74.78336334;-12.19492626
090715;-74.75145721;-12.10651112
090716;-74.94898224;-12.07925701
090717;-74.65246582;-12.15076828
090718;-74.50392914;-12.17715836
090719;-74.72756195;-12.46780777
090720;-74.63249207;-12.29851532
090721;-74.45787048;-12.23600578
090722;-74.93334961;-12.18142319
090723;-74.88715363;-12.31749058
100101;-76.29632568;-9.896572113
100102;-76.1882782;-9.950260162
100103;-76.11071014;-9.615385056
100104;-76.26574707;-9.68524456
100105;-76.53323364;-10.06322479
100106;-76.4209671;-9.869245529
100107;-76.330513;-9.996768951
100108;-76.42183685;-10.0785284
100109;-76.31272888;-9.793395042
100110;-76.43991089;-9.955789566
100111;-76.28113556;-10.04032898
100112;-76.51157379;-9.946088791
100113;-75.93834686;-9.707742691
100201;-76.14118958;-10.15012455
100202;-76.37055969;-10.21517944
100203;-76.46422577;-10.2443924
100204;-76.20948029;-10.04865646
100205;-76.26966858;-10.19534206
100206;-76.28707886;-10.33238888
100207;-76.12650299;-10.3289423
100208;-76.17910004;-10.06489372
100301;-76.79501343;-9.907917023
100307;-76.63228607;-9.648262978
100311;-76.42358398;-9.546931267
100313;-76.83066559;-9.691971779
100316;-76.68716431;-9.576053619
100317;-76.8438797;-9.810544968
100321;-76.80962372;-9.75050354
100322;-76.76725006;-9.793856621
100323;-76.73106384;-9.714635849
100401;-76.83911896;-8.958602905
100402;-77.1078949;-8.84744072
100403;-76.6264267;-9.097444534
100404;-77.0008316;-8.914384842
100501;-76.90330505;-9.613981247
100502;-76.73317719;-9.137456894
100503;-76.75463867;-9.437516212
100504;-76.66835022;-9.515202522
100505;-76.64414215;-9.216547966
100506;-76.87046814;-9.449648857
100507;-76.38791656;-9.331240654
100508;-76.83663177;-9.441497803
100509;-76.89719391;-9.503096581
100510;-76.83533478;-9.362611771
100511;-76.67005157;-9.375637054
100601;-76.10399628;-9.191182137
100602;-75.77518463;-9.360447884
100603;-75.87566376;-9.139509201
100604;-76.17779541;-8.932671547
100605;-75.95298004;-9.240136147
100606;-76.03055573;-9.394641876
100607;-76.06452179;-8.564804077
100608;-76.03800964;-9.208089828
100609;-76.0014267;-9.082199097
100610;-75.98301697;-8.984898567
100701;-77.17310333;-8.604824066
100702;-76.74094391;-8.65807724
100703;-77.14755249;-8.768698692
100704;-76.36314392;-8.880438805
100705;-76.508255;-8.789293289
100801;-75.89671326;-10.14836407
100802;-75.79755402;-9.736971855
100803;-76.05800629;-9.996391296
100804;-76.02775574;-9.868124962
100901;-74.96681213;-9.288928032
100902;-75.4665451;-9.634362221
100903;-74.69693756;-8.713877678
100904;-74.86643982;-9.001326561
100905;-74.99852753;-9.647357941
101001;-76.75566864;-10.21854687
101002;-76.78365326;-10.10734749
101003;-76.65644073;-10.03551006
101004;-76.86611938;-10.1875391
101005;-76.72039032;-9.968474388
101006;-76.62741089;-9.978390694
101007;-76.63757324;-10.29892826
101101;-76.55127716;-9.808076859
101102;-76.64876556;-9.864640236
101103;-76.63134003;-9.900478363
101104;-76.57691956;-9.716237068
101105;-76.5096817;-9.875185013
101106;-76.68117523;-9.826921463
101107;-76.70750427;-9.76588726
101108;-76.5717392;-9.911834717
110101;-75.90666962;-14.21383762
110102;-75.67354584;-14.01080227
110103;-75.6407547;-14.07412148
110104;-75.78074646;-14.4841156
110105;-75.65316772;-14.16066837
110106;-75.70027924;-14.05686092
110107;-75.67602539;-14.12434006
110108;-75.87574005;-13.92175865
110109;-75.61248779;-13.8820982
110110;-75.73384857;-13.97361374
110111;-75.51529694;-14.510746
110112;-75.89299774;-14.0481329
110113;-75.70323944;-14.1519413
110114;-75.43405151;-14.10065651
110201;-76.03458405;-13.32453442
110202;-75.93884277;-13.382164
110203;-75.94277191;-13.12028217
110204;-76.15075684;-13.49666023
110205;-75.9154129;-13.51220036
110206;-76.16737366;-13.31144714
110207;-76.08896637;-13.25845337
110208;-75.81419373;-13.22469616
110209;-75.72858429;-13.0786562
110210;-76.16242981;-13.4270649
110211;-76.18173981;-13.46141815
110301;-75.03684998;-14.85702038
110302;-75.33438873;-14.80167007
110303;-75.00714874;-14.67775631
110304;-75.06941986;-15.14244843
110305;-74.82798767;-14.92846394
110401;-75.13155365;-14.48972607
110402;-75.15874481;-14.59466648
110403;-75.14751434;-14.34571648
110404;-75.25769043;-14.47118473
110405;-75.16100311;-14.15037346
110501;-76.19020081;-13.70208836
110502;-75.61592102;-13.55519009
110503;-75.81800842;-13.74408531
110504;-76.01282501;-13.6468935
110505;-76.15776825;-14.04691887
110506;-76.10662842;-13.80423737
110507;-76.14344788;-13.64204502
110508;-76.11087799;-13.72594166
120101;-75.07116699;-11.99329472
120104;-75.20385742;-12.3554945
120105;-75.25697327;-12.41043949
120106;-75.29203796;-12.29056263
120107;-75.18327332;-12.07889366
120108;-75.43732452;-12.485672
120111;-75.24087524;-12.2097702
120112;-75.1910553;-12.31421566
120113;-75.15467834;-12.25178909
120114;-75.16104889;-11.97195435
120116;-75.21009827;-12.18682194
120117;-75.24513245;-11.96809959
120119;-75.20398712;-12.11097908
120120;-75.28642273;-12.37123585
120121;-75.22393799;-12.1345768
120122;-75.22222137;-11.85364628
120124;-74.8770752;-11.95219612
120125;-75.25312042;-12.04734707
120126;-75.10028076;-12.18017292
120127;-75.2490921;-11.84567261
120128;-75.16608429;-11.88225079
120129;-75.23477936;-11.98904705
120130;-75.2872467;-11.93748856
120132;-75.24559784;-11.95054436
120133;-75.13982391;-12.11385536
120134;-75.2879715;-12.01907063
120135;-74.69358826;-11.85476303
120136;-75.22394562;-12.15997696
120201;-75.31447601;-11.91276073
120202;-75.39683533;-11.95539856
120203;-74.85707092;-11.69634819
120204;-75.43649292;-12.00559044
120205;-75.14118958;-11.62001514
120206;-75.04911041;-11.66550541
120207;-75.28093719;-11.83866024
120208;-75.36495209;-12.00198269
120209;-75.1054306;-11.58909798
120210;-75.35768127;-11.88182545
120211;-75.35148621;-11.92878819
120212;-75.31123352;-11.88934612
120213;-75.32746124;-11.97515965
120214;-75.57276154;-12.07625008
120215;-75.30625153;-11.86994839
120301;-75.35652924;-11.03277493
120302;-75.07591248;-10.94019222
120303;-74.86881256;-11.0250349
120304;-75.27311707;-10.84329987
120305;-75.40496063;-11.15678215
120306;-75.23614502;-11.26502228
120401;-75.49263763;-11.77410698
120402;-75.56732178;-11.66263294
120403;-75.2726593;-11.68067074
120404;-75.44655609;-11.79546738
120405;-75.80000305;-11.91495991
120406;-75.66886139;-11.76838684
120407;-75.39298248;-11.81795597
120408;-75.40434265;-11.78968716
120409;-75.4822998;-11.82163239
120410;-75.46798706;-11.76453876
120411;-75.61829376;-11.76563549
120412;-75.4287796;-11.75412655
120413;-75.43170166;-11.86921597
120414;-75.62512207;-11.83483028
120415;-75.56846619;-11.76044655
120416;-75.42182922;-11.78083897
120417;-75.36479187;-11.77498817
120418;-75.33909607;-11.59421253
120419;-75.23124695;-11.40857029
120420;-75.43697357;-11.83833122
120421;-75.45860291;-11.83476734
120422;-75.52806091;-11.68315792
120423;-75.53292084;-11.8799963
120424;-75.49842072;-11.74749184
120425;-75.54110718;-11.82062721
120426;-75.68917847;-11.63290215
120427;-75.45748138;-11.56001949
120428;-75.37760925;-11.8385849
120429;-75.48959351;-11.71891022
120430;-75.48361206;-11.79276085
120431;-75.51320648;-11.94210529
120432;-75.59490204;-11.70693874
120433;-75.47143555;-11.67882538
120434;-75.51311493;-11.79578686
120501;-76.01186371;-11.18881798
120502;-76.02102661;-10.91394901
120503;-76.18198395;-11.09140873
120504;-75.68392944;-10.90445805
120601;-74.61188507;-11.17960739
120602;-74.6519165;-11.31749439
120603;-74.64899445;-11.46295452
120605;-74.84181213;-11.41375637
120607;-74.69089508;-11.10316372
120608;-73.81443787;-11.53100681
120609;-74.18651581;-12.20236206
120699;-74.31947327;-11.67974377
120701;-75.75881958;-11.45556259
120702;-75.65727234;-11.3491745
120703;-75.61698151;-11.52567101
120704;-75.62583923;-11.12763882
120705;-75.82259369;-11.36100483
120706;-75.50540924;-11.3171854
120707;-75.77761841;-11.270154
120708;-75.78588867;-11.12340069
120709;-75.5282135;-11.42954445
120801;-75.85675049;-11.60525513
120802;-75.82141876;-11.72466087
120803;-75.96512604;-11.71713829
120804;-76.25763702;-11.40487766
120805;-76.12333679;-11.54453278
120806;-75.99232483;-11.44013119
120807;-76.36488342;-11.19805527
120808;-75.98635101;-11.55760193
120809;-75.97822571;-11.83331394
120810;-76.09818268;-11.70962715
120901;-75.28554535;-12.07075977
120902;-75.35191345;-12.08202839
120903;-75.28466797;-12.19487476
120904;-75.34290314;-12.03555393
120905;-75.2469101;-12.07950401
120906;-75.30201721;-12.1194849
120907;-75.4508667;-12.12346172
120908;-75.24525452;-12.11391449
120909;-75.47385406;-12.25369453
130101;-79.02415466;-8.112663269
130102;-78.99710846;-8.051663399
130103;-79.01782227;-8.082538605
130104;-79.05825043;-8.000968933
130105;-79.05562592;-8.063418388
130106;-78.85502625;-8.105260849
130107;-79.00053406;-8.159682274
130108;-78.75393677;-8.035256386
130109;-78.89904022;-8.253938675
130110;-78.82719421;-7.918374062
130111;-79.0459137;-8.139487267
130201;-79.0821991;-7.660906315
130202;-79.00817108;-7.804973125
130203;-79.2265625;-7.790494442
130204;-79.30007935;-7.85517931
130205;-79.30177307;-7.728703976
130206;-79.37161255;-7.686893463
130207;-79.21815491;-7.924754143
130208;-79.19490814;-7.576701164
130301;-77.73401642;-7.264603138
130302;-77.6880722;-7.464625835
130303;-77.59758759;-7.561565876
130304;-77.91015625;-7.056480885
130305;-77.80582428;-7.026101589
130306;-77.85046387;-7.153243542
130401;-79.35375214;-7.228526592
130402;-79.44767761;-7.079702377
130403;-79.5865097;-7.192243099
130501;-78.4621048;-8.074774742
130502;-78.38054657;-8.120311737
130503;-78.58216095;-8.146602631
130504;-78.44056702;-8.261594772
130601;-78.5821228;-7.848764896
130602;-78.4641037;-7.945538521
130604;-78.47356415;-7.808620453
130605;-78.45175171;-7.690504551
130606;-78.68531036;-7.908556938
130608;-78.53397369;-8.03424263
130610;-78.69682312;-7.888257027
130611;-78.63618469;-8.032895088
130613;-78.77925873;-7.754506588
130614;-78.36161041;-7.800642967
130701;-79.4048996;-7.483565331
130702;-79.48786926;-7.288137913
130703;-79.54727173;-7.35014677
130704;-79.54787445;-7.399880886
130705;-79.38557434;-7.369821072
130801;-77.25624847;-8.314229012
130802;-77.38265228;-8.124426842
130803;-77.52088165;-8.160821915
130804;-77.26818848;-8.439137459
130805;-77.29386902;-8.190408707
130806;-77.59207916;-8.034936905
130807;-77.09250641;-8.205805779
130808;-77.5098877;-7.993241787
130809;-77.58958435;-7.732456684
130810;-77.48751831;-7.893681526
130811;-77.37174988;-8.427098274
130812;-77.43322754;-8.279486656
130813;-77.37549591;-8.328185081
130901;-78.04598236;-7.826726437
130902;-77.7980423;-7.822323799
130903;-77.69605255;-7.821595192
130904;-77.95324707;-7.84771204
130905;-77.94190216;-7.684930801
130906;-78.17567444;-7.792640686
130907;-77.88022614;-7.939851284
130908;-77.76608276;-7.612671852
131001;-78.24459076;-8.349143982
131002;-78.03334808;-8.147880554
131003;-78.06452179;-8.01730442
131004;-77.98096466;-8.12802887
131005;-77.94174957;-8.14256382
131006;-78.25112915;-8.014739037
131007;-78.09674072;-8.187379837
131008;-77.80039978;-8.026268959
131101;-78.76397705;-7.501516342
131102;-78.57652283;-7.629979134
131103;-78.70140839;-7.662521839
131104;-78.43177032;-7.567908287
131201;-78.73527527;-8.353302002
131202;-78.50636292;-8.559891701
131203;-78.6499176;-8.801733971
140101;-79.82649231;-6.782979965
140102;-79.46460724;-6.626860619
140103;-79.8159256;-6.930448055
140104;-79.84629822;-6.950218201
140105;-79.84346008;-6.739923477
140106;-79.86203003;-6.823938847
140107;-79.6714859;-7.014434814
140108;-79.85696411;-6.865713596
140109;-79.37078094;-6.931288719
140110;-79.27671814;-6.779635906
140111;-79.77233887;-6.716421604
140112;-79.90322876;-6.799266338
140113;-79.79438019;-6.863646984
140114;-79.90365601;-6.880731106
140115;-79.6379776;-6.887135983
140116;-79.50679779;-6.888717651
140117;-79.5858078;-6.708934307
140118;-79.75837708;-6.781766415
140119;-79.51368713;-6.794629574
140120;-79.69451904;-6.773707867
140201;-79.79030609;-6.620463848
140202;-79.30488586;-6.06022644
140203;-79.38706207;-6.231238842
140204;-79.68289948;-6.635340691
140205;-79.63476563;-6.486241817
140206;-79.82479095;-6.629854679
140301;-79.9329071;-6.673870564
140302;-79.61373138;-6.15524435
140303;-79.8531723;-6.469589233
140304;-79.80831909;-6.334187508
140305;-79.88780975;-6.562806606
140306;-80.1789856;-6.506154537
140307;-79.70788574;-6.169044971
140308;-80.0715332;-6.047594547
140309;-79.88005066;-6.43408823
140310;-79.53787994;-6.150882721
140311;-79.93565369;-6.766091824
140312;-79.87600708;-6.503288269
150101;-77.05112457;-12.05117321
150102;-77.09587097;-11.70253468
150103;-76.87696838;-12.03252506
150104;-77.01902771;-12.14400291
150105;-77.0484848;-12.05896282
150106;-76.9728775;-11.80737209
150107;-76.76751709;-11.99174976
150108;-77.00588226;-12.19265366
150109;-76.77737427;-12.076478
150110;-77.03900909;-11.92915916
150111;-76.98827362;-12.04012012
150112;-77.04475403;-11.98744202
150113;-77.04364014;-12.07769203
150114;-76.92552948;-12.08801937
150115;-77.01307678;-12.07225513
150116;-77.04183197;-12.08641911
150117;-77.07648468;-11.97249508
150118;-76.8013382;-11.95845985
150119;-76.8013382;-12.23429108
150120;-77.06454468;-12.09327888
150121;-77.06569672;-12.07544518
150122;-77.03025818;-12.12094116
150123;-76.80969238;-12.15997696
150124;-76.77642059;-12.46601772
150125;-77.08681488;-11.87214184
150126;-76.74381256;-12.26926517
150127;-76.70909119;-12.30358887
150128;-77.03446198;-12.02366829
150129;-76.72397614;-12.36937046
150130;-76.99354553;-12.09768677
150131;-77.03907013;-12.09903526
150132;-76.97122192;-11.94592953
150133;-76.96646881;-12.15781975
150134;-76.99827576;-12.0737114
150135;-77.08681488;-11.99266815
150136;-77.09074402;-12.07655048
150137;-76.96304321;-12.04306412
150138;-76.76293182;-12.40812111
150139;-77.16239929;-11.80492306
150140;-76.98477173;-12.12704182
150141;-77.00578308;-12.11251354
150142;-76.94507599;-12.21919346
150143;-76.91902924;-12.17041397
150201;-77.6824646;-10.71492863
150202;-77.74200439;-10.48645306
150203;-77.68589783;-10.62334538
150204;-77.56285095;-10.80967331
150205;-77.7253952;-10.78538513
150301;-76.94381714;-10.45513725
150302;-77.02363586;-10.36450195
150303;-76.99188232;-10.62164688
150304;-77.10899353;-10.52168941
150305;-77.22100067;-10.61236858
150401;-76.58233643;-11.47529221
150402;-76.67501068;-11.64069939
150403;-76.84382629;-11.55036068
150404;-76.50236511;-11.40133572
150405;-76.61170197;-11.55566406
150406;-76.66299438;-11.44051075
150407;-76.84305573;-11.67102432
150501;-76.25737762;-13.1719799
150502;-76.5112381;-12.79672813
150503;-76.45462036;-12.48706627
150504;-76.46492004;-12.96607494
150505;-76.63005066;-12.42982197
150506;-76.40671539;-12.65870667
150507;-76.36856842;-13.03295231
150508;-76.11737061;-13.0193224
150509;-76.60158539;-12.65350437
150510;-76.25860596;-12.96047783
150511;-76.07053375;-12.8979063
150512;-76.34529877;-12.86956787
150513;-76.67269135;-12.61295986
150514;-76.42386627;-13.05204487
150515;-76.64656067;-12.55004311
150516;-76.01435089;-12.82991505
150601;-77.17114258;-11.38709736
150602;-76.59509277;-11.27748489
150603;-76.76128387;-11.34647751
150604;-77.04988098;-11.51766872
150605;-77.29169464;-11.50100327
150606;-76.96095276;-11.18728256
150607;-76.86372375;-11.24729443
150608;-76.66480255;-11.12714195
150609;-76.76760101;-11.29300976
150610;-76.56542969;-11.14700794
150611;-76.85558319;-11.39441204
150612;-76.77292633;-11.14887714
150701;-76.37929535;-11.81613541
150702;-76.5891571;-12.06155396
150703;-76.57555389;-11.8137207
150704;-76.38300323;-11.63965893
150705;-76.24371338;-11.66447735
150706;-76.45646667;-12.156497
150707;-76.59561157;-11.69689655
150708;-76.44361877;-11.56114674
150709;-76.27256012;-12.06948471
150710;-76.39161682;-12.09326935
150711;-76.37615967;-12.15929127
150712;-76.53212738;-11.58520985
150713;-76.36541748;-12.26164818
150714;-76.62299347;-11.93770599
150715;-76.45797729;-11.98805141
150716;-76.77370453;-11.81666946
150717;-76.50095367;-11.91401577
150718;-76.33297729;-11.96448708
150719;-76.46930695;-11.7189827
150720;-76.15700531;-11.99291039
150721;-76.11872101;-12.10893917
150722;-76.21902466;-11.81978893
150723;-76.53069305;-11.84063244
150724;-76.55488586;-11.7650423
150725;-76.19657898;-12.08666134
150726;-76.26283264;-12.21909332
150727;-76.56113434;-11.92592907
150728;-76.64841461;-11.85821915
150729;-76.19960022;-12.03190804
150730;-76.52870941;-11.97810268
150731;-76.53619385;-12.26131916
150732;-76.44548035;-11.87717056
150801;-77.49275208;-11.27164936
150802;-77.26751709;-10.78228569
150803;-77.61980438;-11.08838367
150804;-76.8554306;-10.92169666
150805;-77.61071014;-11.09308052
150806;-77.44515228;-11.00357056
150807;-76.91842651;-11.05081177
150808;-76.97189331;-10.96586227
150809;-76.67111206;-10.96273136
150810;-77.47330475;-11.11616993
150811;-77.23379517;-11.14586163
150812;-77.60393524;-10.95016098
150901;-76.75759888;-10.66938305
150902;-76.92777252;-10.77766609
150903;-76.98651886;-10.75633717
150904;-77.12801361;-10.8835659
150905;-77.04659271;-10.85717392
150906;-76.79749298;-10.83787823
151001;-75.95511627;-12.47258186
151002;-75.7039032;-12.28880024
151003;-76.03822327;-12.6400528
151004;-76.04238129;-12.36548615
151005;-75.82571411;-13.0090971
151006;-75.74794769;-12.76622009
151007;-75.88192749;-12.35589504
151008;-75.88174438;-12.74271774
151009;-75.92393494;-12.92237854
151010;-76.19572449;-12.28591824
151011;-75.84603119;-12.58428764
151012;-75.6727829;-12.76650429
151013;-76.19041443;-12.35421753
151014;-75.83465576;-12.09047699
151015;-75.82218933;-12.94163895
151016;-75.70406342;-12.51305962
151017;-76.07894897;-12.27473545
151018;-75.67620087;-12.38449097
151019;-75.63071442;-12.81094837
151020;-75.69822693;-12.96113014
151021;-75.88941193;-12.23467159
151022;-76.25068665;-12.47629642
151023;-75.92279816;-12.66652298
151024;-76.09173584;-12.31155586
151025;-76.28430939;-12.35064983
151026;-76.10572815;-12.24591732
151027;-76.18624878;-12.49304295
151028;-75.99141693;-12.13203335
151029;-76.1815033;-12.68317795
151030;-75.70670319;-12.1639185
151031;-75.73622131;-12.69032192
151032;-75.77032471;-12.88751602
151033;-75.85778809;-12.16949272
160101;-73.43361664;-3.782341719
160102;-74.28552246;-3.361639261
160103;-73.11485291;-4.279124737
160104;-72.8562851;-3.829157829
160105;-72.52893829;-3.568226099
160106;-73.75213623;-2.993718624
160107;-74.40713501;-2.0991292
160108;-73.4544754;-3.53867507
160110;-74.89270782;-1.389147282
160112;-73.21202087;-3.811572313
160113;-73.66588593;-4.14906311
160201;-76.16162872;-5.845881939
160202;-76.58667755;-5.737709999
160205;-76.20497131;-5.296859264
160206;-75.97605896;-4.62833643
160210;-75.74900055;-5.658277988
160211;-75.82208252;-5.987717152
160301;-74.11424255;-4.442720413
160302;-74.86354065;-5.038944244
160303;-75.26483917;-2.943730116
160304;-75.83686066;-3.196323156
160305;-75.48466492;-4.274922371
160401;-70.83620453;-3.677499533
160402;-71.96468353;-3.432711601
160403;-72.03311157;-4.477463722
160404;-71.33895874;-3.866757154
160501;-73.88230896;-5.328239441
160502;-74.18941498;-6.818335056
160503;-74.1268158;-5.366358757
160504;-74.45406342;-6.201377392
160505;-74.72949982;-6.385334969
160506;-74.88647461;-5.644757748
160507;-73.40509033;-4.797942162
160508;-73.75070953;-6.327023983
160509;-73.99359894;-5.992039204
160510;-73.69844055;-4.996175289
160511;-73.34444427;-5.751712799
160601;-75.34938049;-7.781124592
160602;-75.29986572;-7.040893078
160603;-74.91439056;-7.879412174
160604;-75.76970673;-7.302602768
160605;-75.18587494;-6.390594959
160606;-75.09439087;-6.931937218
160701;-77.11078644;-5.021114826
160702;-76.85574341;-5.240097523
160703;-77.51849365;-4.727597237
160704;-77.37349701;-3.679123878
160705;-76.63782501;-4.276611328
160706;-76.67236328;-3.274404049
160801;-72.78390503;-2.468771458
160802;-73.86569977;-1.558413386
160803;-74.73132324;-0.655651569
160804;-71.013237;-2.804330826
170101;-70.28459167;-12.04857922
170102;-69.93881989;-12.97673512
170103;-69.53929901;-12.00368786
170104;-69.92337036;-12.51333523
170201;-71.51836395;-12.36200619
170202;-71.63467407;-11.8504076
170203;-70.67537689;-12.62954235
170204;-70.65207672;-13.00315189
170301;-70.64992523;-10.96519852
170302;-69.67935944;-11.43511677
170303;-69.53190613;-11.67962456
180101;-71.06121826;-17.22922325
180102;-70.37142181;-16.72843361
180103;-70.66738129;-16.76866531
180104;-70.85276031;-17.15670395
180105;-70.64459991;-16.66339493
180106;-70.73834229;-16.99812126
180201;-70.96292877;-16.64664459
180202;-70.57131195;-16.45703697
180203;-71.04595947;-16.57577515
180204;-70.49467468;-16.1882267
180205;-71.29398346;-16.82603073
180206;-70.62742615;-16.30361366
180207;-70.83660889;-16.52868652
180208;-71.15740204;-16.62831116
180209;-70.87984467;-16.704216
180210;-70.80517578;-16.21753693
180211;-70.65981293;-16.22754669
180301;-71.21713257;-17.71417618
180302;-71.14154053;-17.58305931
180303;-71.35939789;-17.43945313
190101;-76.2457962;-10.70102882
190102;-75.7855072;-10.57425785
190103;-76.15406799;-10.45175743
190104;-76.42553711;-10.95198441
190105;-76.06025696;-10.79203224
190106;-76.25145721;-10.42217064
190107;-75.77335358;-10.75889301
190108;-76.22802734;-10.55265236
190109;-76.41676331;-10.72652245
190110;-76.03377533;-10.55365467
190111;-76.24811554;-10.76048851
190112;-76.23304749;-10.86395359
190113;-76.194664;-10.64346123
190201;-76.57247925;-10.56291199
190202;-76.39215851;-10.47953701
190203;-76.40335846;-10.48660946
190204;-76.41760254;-10.34087753
190205;-76.53598022;-10.41618156
190206;-76.32338715;-10.47884178
190207;-76.46807861;-10.41900635
190208;-76.44805908;-10.53576851
190301;-75.37073517;-10.65042496
190302;-75.50640869;-10.62332439
190303;-75.63860321;-10.39050674
190304;-75.27613068;-10.23436165
190305;-75.58624268;-10.13272858
190306;-74.63672638;-10.41402149
190307;-75.17593384;-10.63411617
190308;-74.78463745;-9.825832367
200101;-80.65839386;-5.082006931
200104;-80.51506042;-5.130960941
200105;-80.36519623;-5.470511436
200107;-80.58540344;-5.357552052
200108;-80.61114502;-5.441269875
200109;-80.76280975;-5.308988571
200110;-80.86785889;-5.332848072
200111;-80.22772217;-4.692108631
200114;-80.33099365;-4.919443607
200115;-80.6973877;-5.161428452
200201;-79.6076889;-4.682758331
200202;-79.97093964;-4.927217007
200203;-79.83117676;-4.531807899
200204;-79.85327911;-4.780015469
200205;-79.84612274;-4.637962818
200206;-79.64891052;-4.946469307
200207;-80.00492096;-4.637012005
200208;-79.98921204;-4.783620358
200209;-79.77696228;-4.57238245
200210;-80.06276703;-4.461367607
200301;-79.4974823;-5.196835995
200302;-79.6256485;-5.312062263
200303;-79.36720276;-5.022799015
200304;-79.56095123;-5.694729328
200305;-79.66507721;-5.172040939
200306;-79.60510254;-5.424597263
200307;-79.36249542;-5.403497696
200308;-79.45996094;-5.397882462
200401;-80.19444275;-5.121695995
200402;-79.92511749;-5.264490128
200403;-79.79239655;-5.066317558
200404;-80.08298492;-5.367711067
200405;-79.99825287;-5.15271616
200406;-79.82769775;-5.43705225
200407;-79.74142456;-5.295895576
200408;-79.87592316;-5.125798702
200409;-79.91046906;-5.053142071
200410;-79.76965332;-5.156511784
200501;-81.05524445;-5.167184353
200502;-81.00704193;-4.835531235
200503;-81.03038025;-4.899580002
200504;-81.07106018;-4.930624962
200505;-80.91318512;-5.065484047
200506;-80.96322632;-4.837515831
200507;-81.10718536;-4.838426113
200601;-80.54602814;-4.825506687
200602;-80.67197418;-4.890726089
200603;-80.88523865;-4.826725006
200604;-80.50274658;-4.419974804
200605;-80.78500366;-4.537054539
200606;-80.78851318;-5.048531055
200607;-80.60422516;-4.726092339
200608;-80.68306732;-4.838285923
200701;-81.04353333;-4.498847961
200702;-81.07997131;-4.291499138
200703;-81.10824585;-4.70385313
200704;-81.20272827;-4.402987003
200705;-81.06501007;-4.194818974
200706;-81.0072937;-4.14825964
200801;-80.66051483;-5.919471264
200802;-80.74419403;-5.426646709
200803;-80.70243073;-5.457741737
200804;-80.64058685;-5.535172939
200805;-80.87477875;-5.43864727
200806;-80.77384186;-5.482076168
210101;-70.06373596;-15.90500736
210102;-69.9084549;-16.287323
210103;-69.69933319;-15.70455742
210104;-70.1568222;-15.67838573
210105;-69.82463837;-15.64044476
210106;-69.8784256;-15.89096832
210107;-69.92339325;-15.5614748
210108;-69.99768066;-15.62161732
210109;-70.40884399;-15.88083172
210110;-70.06721497;-15.72629166
210111;-70.15846252;-16.23989487
210112;-69.86000824;-15.980896
